tconst,parentTconst,seasonNumber,episodeNumber
tt0513692,tt0161233,3,11
tt0513693,tt0161233,4,22
tt0513694,tt0161233,4,20
tt0513695,tt0161233,3,7
tt0513696,tt0161233,3,15
tt0513697,tt0161233,3,12
tt0513698,tt0161233,3,8
tt0513699,tt0161233,1,5
tt0513700,tt0161233,1,21
tt0513701,tt0161233,1,6
tt0513702,tt0161233,4,2
tt0513703,tt0161233,4,6
tt0513704,tt0161233,3,1
tt0513705,tt0161233,4,5
tt0513706,tt0161233,2,19
tt0513707,tt0161233,4,7
tt0513708,tt0161233,1,7
tt0513709,tt0161233,1,14
tt0513710,tt0161233,4,11
tt0513711,tt0161233,1,12
tt0513712,tt0161233,2,13
tt0513713,tt0161233,2,6
tt0513714,tt0161233,4,12
tt0513715,tt0161233,4,13
tt0513716,tt0161233,2,12
tt0513717,tt0161233,4,8
tt0513718,tt0161233,3,4
tt0513719,tt0161233,3,10
tt0513720,tt0161233,4,15
tt0513721,tt0161233,2,21
tt0513722,tt0161233,3,9
tt0513723,tt0161233,4,9
tt0513724,tt0161233,3,3
tt0513725,tt0161233,3,5
tt0513726,tt0161233,3,17
tt0513727,tt0161233,1,17
tt0513728,tt0161233,4,18
tt0513729,tt0161233,1,1
tt0513730,tt0161233,3,19
tt0513731,tt0161233,3,13
tt0513732,tt0161233,2,22
tt0513733,tt0161233,2,1
tt0513734,tt0161233,2,2
tt0513735,tt0161233,1,9
tt0513736,tt0161233,2,20
tt0513737,tt0319938,1,1
tt0513738,tt0096534,4,3
tt0513739,tt0096534,3,8
tt0513740,tt0096534,2,14
tt0513741,tt0096534,4,14
tt0513742,tt0096534,2,7
tt0513743,tt0096534,2,12
tt0513744,tt0096534,1,3
tt0513745,tt0096534,4,13
tt0513746,tt0096534,2,1
tt0513747,tt0096534,1,2
tt0513748,tt0096534,1,5
tt0513749,tt0096534,4,1
tt0513750,tt0096534,1,1
tt0513751,tt0096534,4,7
tt0513752,tt0096534,4,5
tt0513753,tt0096534,2,10
tt0513754,tt0096534,3,3
tt0513755,tt0096534,2,19
tt0513756,tt0096534,2,13
tt0513757,tt0096534,4,2
tt0513758,tt0096534,4,12
tt0513759,tt0096534,3,9
tt0513760,tt0096534,2,3
tt0513761,tt0096534,2,6
tt0513762,tt0096534,4,4
tt0513763,tt0096534,3,2
tt0513764,tt0096534,4,17
tt0513765,tt0096534,2,5
tt0513766,tt0096534,3,7
tt0513767,tt0096534,2,17
tt0513768,tt0096534,3,11
tt0513769,tt0096534,2,15
tt0513770,tt0096534,4,10
tt0513771,tt0096534,3,1
tt0513772,tt0096534,2,4
tt0513773,tt0096534,3,10
tt0513774,tt0096534,4,8
tt0513775,tt0096534,4,9
tt0513776,tt0096534,4,11
tt0513777,tt0096534,2,21
tt0513778,tt0096534,2,18
tt0513779,tt0096534,3,6
tt0513780,tt0096534,4,16
tt0513781,tt0096534,2,22
tt0513782,tt0096534,1,6
tt0513783,tt0096534,2,2
tt0513784,tt0096534,2,16
tt0513785,tt0096534,4,6
tt0513786,tt0096534,2,8
tt0513787,tt0096534,2,11
tt0513788,tt0111897,1,16
tt0513789,tt0220196,1,7
tt0513790,tt0220196,1,11
tt0513791,tt0220196,1,23
tt0513792,tt0220196,1,26
tt0513793,tt0220196,2,6
tt0513794,tt0220196,1,31
tt0513795,tt0220196,1,19
tt0513796,tt0220196,1,20
tt0513797,tt0220196,1,21
tt0513798,tt0220196,1,12
tt0513799,tt0220196,1,17
tt0513800,tt0220196,1,3
tt0513801,tt0220196,2,11
tt0513802,tt0220196,2,10
tt0513803,tt0220196,1,30
tt0513804,tt0220196,2,13
tt0513805,tt0220196,1,22
tt0513806,tt0220196,1,1
tt0513807,tt0220196,1,29
tt0513808,tt0220196,1,10
tt0513809,tt0220196,1,5
tt0513810,tt0220196,2,8
tt0513811,tt0220196,1,14
tt0513812,tt0220196,2,4
tt0513813,tt0220196,1,6
tt0513814,tt0220196,1,25
tt0513815,tt0220196,1,16
tt0513816,tt0220196,2,9
tt0513817,tt0220196,1,8
tt0513818,tt0220196,2,3
tt0513819,tt0220196,2,7
tt0513820,tt0220196,1,24
tt0513821,tt0220196,2,2
tt0513822,tt0220196,1,2
tt0513823,tt0220196,1,4
tt0513824,tt0220196,1,27
tt0513825,tt0177430,1,62
tt0513826,tt0177430,1,65
tt0513827,tt0177430,1,78
tt0513828,tt0177430,1,1
tt0513829,tt0177430,1,36
tt0513830,tt0177430,1,67
tt0513831,tt0177430,1,61
tt0513832,tt0177430,1,24
tt0513833,tt0177430,1,54
tt0513834,tt0177430,1,57
tt0513835,tt0177430,1,79
tt0513836,tt0177430,1,44
tt0513837,tt0177430,1,63
tt0513838,tt0177430,1,74
tt0513839,tt0177430,1,49
tt0513840,tt0177430,1,75
tt0513841,tt0177430,1,42
tt0513842,tt0177430,1,25
tt0513843,tt0177430,1,45
tt0513844,tt0177430,1,39
tt0513845,tt0177430,1,11
tt0513846,tt0177430,1,37
tt0513847,tt0177430,1,15
tt0513848,tt0177430,1,9
tt0513849,tt0177430,1,3
tt0513850,tt0177430,1,7
tt0513851,tt0177430,1,18
tt0513852,tt0177430,1,13
tt0513853,tt0177430,1,8
tt0513854,tt0177430,1,53
tt0513855,tt0365978,,
tt0513856,tt0365978,,
tt0513857,tt0365978,,
tt0513858,tt0365978,,
tt0513859,tt0365978,,
tt0513860,tt0365978,,
tt0513861,tt0365978,,
tt0513862,tt0365978,,
tt0513863,tt0365978,,
tt0513864,tt0365978,,
tt0513865,tt0365978,,
tt0513866,tt0365978,,
tt0513867,tt0365978,,
tt0513868,tt0365978,,
tt0513869,tt0365978,,
tt0513870,tt0365978,,
tt0513871,tt0365978,,
tt0513872,tt0365978,,
tt0513873,tt0365978,,
tt0513874,tt0365978,,
tt0513875,tt0365978,,
tt0513876,tt0365978,,
tt0513877,tt0365978,,
tt0513878,tt0365978,,
tt0513879,tt0365978,,
tt0513880,tt0365978,,
tt0513881,tt0365978,,
tt0513882,tt0365978,,
tt0513883,tt0365978,,
tt0513884,tt0365978,,
tt0513885,tt0365978,,
tt0513886,tt0365978,,
tt0513887,tt0365978,,
tt0513888,tt0365978,,
tt0513889,tt0365978,,
tt0513890,tt0365978,,
tt0513891,tt0365978,,
tt0513892,tt0365978,,
tt0513893,tt0365978,,
tt0513894,tt0365978,,
tt0513895,tt0365978,,
tt0513896,tt0365978,,
tt0513897,tt0365978,,
tt0513898,tt0365978,,
tt0513899,tt0365978,,
tt0513900,tt0365978,,
tt0513901,tt0365978,,
tt0513902,tt0365978,,
tt0513903,tt0365978,,
tt0513904,tt0365978,,
tt0513905,tt0365978,,
tt0513906,tt0365978,,
tt0513907,tt0365978,,
tt0513908,tt0365978,,
tt0513909,tt0365978,,
tt0513910,tt0365978,,
tt0513911,tt0365978,,
tt0513912,tt0365978,,
tt0513913,tt0365978,,
tt0513914,tt0365978,,
tt0513915,tt0365978,,
tt0513916,tt0365978,,
tt0513917,tt0365978,,
tt0513918,tt0365978,,
tt0513919,tt0365978,,
tt0513920,tt0365978,,
tt0513921,tt0197138,1,21
tt0513922,tt0197138,5,3
tt0513923,tt0197138,6,45
tt0513924,tt9179266,,
tt0513925,tt0197138,7,4
tt0513926,tt0197138,7,16
tt0513927,tt0197138,7,19
tt0513928,tt0197138,8,13
tt0513929,tt0197138,8,35
tt0513930,tt0197138,9,9
tt0513931,tt0197138,9,36
tt0513932,tt0197138,11,4
tt0513933,tt0197138,11,39
tt0513934,tt0197138,11,40
tt0513935,tt0197138,12,19
tt0513936,tt0076979,1,1
tt0513937,tt0070967,1,11
tt0513938,tt0070967,1,9
tt0513939,tt0070967,2,13
tt0513940,tt0070967,2,2
tt0513941,tt0070967,1,6
tt0513942,tt0070967,2,6
tt0513943,tt0070967,2,5
tt0513944,tt0070967,2,9
tt0513945,tt0070967,2,3
tt0513946,tt0070967,1,13
tt0513947,tt0070967,1,5
tt0513948,tt0070967,1,2
tt0513949,tt0070967,2,14
tt0513950,tt0070967,2,12
tt0513951,tt0070967,1,10
tt0513952,tt0070967,2,15
tt0513953,tt0070967,2,10
tt0513954,tt0070967,2,4
tt0513955,tt0070967,1,4
tt0513956,tt0070967,1,8
tt0513957,tt0070967,1,1
tt0513958,tt0070967,2,8
tt0513959,tt0070967,1,7
tt0513960,tt0070967,1,3
tt0513961,tt0047713,2,11
tt0513962,tt0047713,2,25
tt0513963,tt0047713,2,13
tt0513964,tt0047713,2,19
tt0513965,tt0047713,2,17
tt0513966,tt0047713,2,24
tt0513967,tt0047713,1,14
tt0513968,tt0047713,1,15
tt0513969,tt0047713,1,25
tt0513970,tt0047713,2,5
tt0513971,tt0047713,1,17
tt0513972,tt0047713,1,26
tt0513973,tt0047713,2,10
tt0513974,tt0047713,1,6
tt0513975,tt0047713,1,21
tt0513976,tt0047713,1,2
tt0513977,tt0047713,1,8
tt0513978,tt0047713,2,23
tt0513979,tt0047713,1,13
tt0513980,tt0047713,1,22
tt0513981,tt0047713,1,1
tt0513982,tt0047713,2,14
tt0513983,tt0047713,1,19
tt0513984,tt0047713,2,20
tt0513985,tt0047713,2,2
tt0513986,tt0047713,2,22
tt0513987,tt0047713,2,4
tt0513988,tt0047713,1,10
tt0513989,tt0047713,1,7
tt0513990,tt0047713,1,12
tt0513991,tt0047713,2,8
tt0513992,tt0047713,1,5
tt0513993,tt0047713,1,16
tt0513994,tt0047713,2,7
tt0513995,tt0047713,2,6
tt0513996,tt0047713,1,9
tt0513997,tt0047713,2,16
tt0513998,tt0047713,2,1
tt0513999,tt0047713,2,18
tt0514000,tt0047713,2,12
tt0514001,tt0047713,1,3
tt0514002,tt0047713,2,3
tt0514003,tt0047713,2,26
tt0514004,tt0047713,1,23
tt0514005,tt0047713,1,4
tt0514006,tt0047713,1,20
tt0514007,tt0047713,1,11
tt0514008,tt0047713,1,18
tt0514009,tt0047713,2,15
tt0514010,tt0047713,2,21
tt0514011,tt0047713,2,9
tt0514012,tt0047713,2,27
tt0514013,tt0047713,1,24
tt0514014,tt0202182,1,3
tt0514015,tt0364782,2,8
tt0514016,tt0364782,2,7
tt0514017,tt0364782,2,6
tt0514018,tt0364782,2,15
tt0514019,tt0364782,2,14
tt0514020,tt0364782,2,5
tt0514021,tt0364782,2,10
tt0514022,tt0364782,2,3
tt0514023,tt0364782,2,13
tt0514024,tt0364782,2,11
tt0514025,tt0364782,2,4
tt0514026,tt0364782,2,1
tt0514027,tt0364782,3,13
tt0514028,tt0364782,3,5
tt0514029,tt0364782,3,8
tt0514030,tt0364782,3,17
tt0514031,tt0364782,3,18
tt0514032,tt0364782,3,2
tt0514033,tt0364782,3,4
tt0514034,tt0364782,3,1
tt0514035,tt0364782,4,7
tt0514036,tt0364782,4,5
tt0514037,tt0364782,4,9
tt0514038,tt0364782,4,14
tt0514039,tt0364782,4,11
tt0514040,tt0364782,4,13
tt0514041,tt0364782,1,14
tt0514042,tt0364782,1,15
tt0514043,tt0364782,1,4
tt0514044,tt0364782,1,6
tt0514045,tt0364782,1,5
tt0514046,tt0450897,1,6
tt0514047,tt0450897,1,7
tt0514048,tt0450897,1,8
tt0514050,tt0450897,1,4
tt0514051,tt0445865,1,3
tt0514052,tt0445865,1,6
tt0514053,tt0380088,,
tt0514054,tt0380088,,
tt0514055,tt0166419,,
tt0514056,tt0212643,1,4
tt0514057,tt0212643,1,1
tt0514058,tt0297494,1,11
tt0514059,tt0297494,4,2
tt0514060,tt0297494,2,16
tt0514061,tt0297494,1,3
tt0514062,tt0297494,1,12
tt0514063,tt0297494,1,18
tt0514064,tt0297494,3,9
tt0514065,tt0297494,1,10
tt0514066,tt0297494,3,10
tt0514067,tt0297494,3,5
tt0514068,tt0297494,1,2
tt0514069,tt0297494,2,19
tt0514070,tt0297494,3,4
tt0514071,tt0297494,3,12
tt0514072,tt0297494,1,15
tt0514073,tt0297494,3,6
tt0514074,tt0297494,1,13
tt0514075,tt0297494,1,9
tt0514076,tt0297494,1,17
tt0514077,tt0297494,1,4
tt0514078,tt0297494,3,8
tt0514079,tt0297494,1,7
tt0514080,tt0297494,1,16
tt0514081,tt0297494,3,3
tt0514082,tt0297494,1,8
tt0514083,tt0297494,2,13
tt0514084,tt0297494,3,7
tt0514085,tt0297494,1,6
tt0514086,tt0297494,3,13
tt0514087,tt0297494,2,14
tt0514088,tt0297494,2,4
tt0514089,tt0297494,2,7
tt0514090,tt0297494,2,6
tt0514091,tt0297494,2,10
tt0514092,tt0297494,3,11
tt0514093,tt0297494,2,23
tt0514094,tt0297494,2,20
tt0514095,tt0297494,2,18
tt0514096,tt0297494,2,21
tt0514097,tt0297494,2,24
tt0514098,tt0297494,2,15
tt0514099,tt0297494,2,22
tt0514100,tt0297494,2,11
tt0514101,tt0297494,3,2
tt0514102,tt0297494,3,1
tt0514103,tt0053481,1,8
tt0514104,tt0053481,1,2
tt0514105,tt0053481,1,5
tt0514106,tt0053481,1,7
tt0514107,tt0053481,1,15
tt0514108,tt0053481,1,14
tt0514109,tt0053481,1,9
tt0514110,tt0053481,1,1
tt0514111,tt0053481,1,3
tt0514112,tt0053481,1,13
tt0514113,tt0053481,1,4
tt0514114,tt0053481,1,16
tt0514115,tt0053481,1,17
tt0514116,tt0053481,1,18
tt0514117,tt0053481,1,11
tt0514118,tt0053481,1,10
tt0514119,tt0053481,1,19
tt0514120,tt0053481,1,32
tt0514121,tt0053481,1,23
tt0514122,tt0053481,1,26
tt0514123,tt0053481,1,27
tt0514124,tt0053481,1,20
tt0514125,tt0053481,1,29
tt0514126,tt0053481,1,28
tt0514127,tt0053481,1,24
tt0514128,tt0053481,1,22
tt0514129,tt0053481,1,25
tt0514130,tt0053481,1,31
tt0514131,tt0053481,1,30
tt0514132,tt0053481,1,6
tt0514133,tt0053481,1,21
tt0514134,tt0053481,1,12
tt0514136,tt0449125,,
tt0514137,tt0449125,,
tt0514138,tt0449125,,
tt0514139,tt0449125,,
tt0514140,tt0449125,,
tt0514141,tt0449125,,
tt0514142,tt0449125,,
tt0514143,tt0449125,,
tt0514144,tt0449125,,
tt0514145,tt0449125,,
tt0514146,tt0449125,,
tt0514147,tt0449125,,
tt0514148,tt0449125,,
tt0514149,tt0449125,,
tt0514150,tt0449125,,
tt0514151,tt0449125,,
tt0514152,tt0449125,,
tt0514153,tt0449125,,
tt0514154,tt0449125,,
tt0514155,tt0449125,,
tt0514156,tt0449125,,
tt0514157,tt0449125,,
tt0514158,tt0449125,,
tt0514159,tt0449125,,
tt0514160,tt0385374,,
tt0514161,tt0385374,,
tt0514162,tt0385374,,
tt0514163,tt0385374,,
tt0514164,tt0385374,,
tt0514165,tt0385374,,
tt0514166,tt0385374,,
tt0514167,tt0385374,,
tt0514168,tt0385374,,
tt0514169,tt0385374,,
tt0514170,tt0375253,,
tt0514171,tt0375253,,
tt0514172,tt0375253,,
tt0514173,tt0375253,,
tt0514174,tt0375253,,
tt0514175,tt0375253,,
tt0514176,tt0381733,3,26
tt0514177,tt0381733,1,3
tt0514178,tt0381733,4,7
tt0514179,tt0381733,3,30
tt0514180,tt0381733,1,17
tt0514181,tt0381733,3,24
tt0514182,tt0381733,1,15
tt0514183,tt0381733,4,5
tt0514184,tt0381733,3,14
tt0514185,tt0381733,3,10
tt0514186,tt0381733,3,6
tt0514187,tt0381733,3,32
tt0514188,tt0381733,3,5
tt0514189,tt0381733,4,2
tt0514190,tt0381733,2,4
tt0514191,tt0381733,3,9
tt0514192,tt0381733,3,28
tt0514193,tt0381733,4,1
tt0514194,tt0381733,4,3
tt0514195,tt0381733,1,10
tt0514196,tt0381733,3,19
tt0514197,tt0381733,3,8
tt0514198,tt0381733,1,8
tt0514199,tt0381733,3,18
tt0514200,tt0381733,3,7
tt0514201,tt0381733,3,3
tt0514202,tt0381733,2,3
tt0514203,tt0381733,1,5
tt0514204,tt0381733,3,2
tt0514205,tt0381733,4,10
tt0514206,tt0381733,2,8
tt0514207,tt0381733,3,21
tt0514208,tt0381733,2,6
tt0514209,tt0381733,3,29
tt0514210,tt0381733,1,6
tt0514211,tt0381733,1,4
tt0514212,tt0381733,2,2
tt0514213,tt0381733,1,12
tt0514214,tt0381733,1,11
tt0514215,tt0381733,3,23
tt0514216,tt0381733,2,10
tt0514217,tt0381733,4,6
tt0514218,tt0381733,1,16
tt0514219,tt0381733,3,11
tt0514220,tt0381733,3,15
tt0514221,tt0381733,1,14
tt0514222,tt0381733,2,13
tt0514223,tt0381733,3,20
tt0514224,tt0381733,1,9
tt0514225,tt0381733,2,1
tt0514226,tt0381733,2,12
tt0514227,tt0381733,1,13
tt0514228,tt0381733,3,12
tt0514229,tt0381733,2,7
tt0514230,tt0381733,3,4
tt0514231,tt0381733,3,31
tt0514232,tt0381733,1,1
tt0514233,tt0381733,2,9
tt0514234,tt0381733,2,5
tt0514235,tt0381733,4,9
tt0514236,tt0381733,1,7
tt0514237,tt0381733,1,2
tt0514238,tt0381733,4,4
tt0514239,tt0381733,3,27
tt0514240,tt0381733,3,25
tt0514241,tt0381733,3,17
tt0514242,tt0381733,2,11
tt0514243,tt0381733,3,22
tt0514244,tt0381733,3,33
tt0514245,tt0381733,3,16
tt0514246,tt0381733,3,13
tt0514247,tt0381733,4,8
tt0514248,tt0456191,,
tt0514249,tt0456191,,
tt0514250,tt0456191,,
tt0514251,tt0456191,,
tt0514252,tt0456191,,
tt0514253,tt0456191,,
tt0514254,tt0456191,,
tt0514255,tt0456191,,
tt0514256,tt0456191,,
tt0514257,tt0456191,,
tt0514258,tt0456191,,
tt0514259,tt0456191,,
tt0514260,tt0456191,,
tt0514261,tt0456191,,
tt0514262,tt0456191,,
tt0514263,tt0456191,,
tt0514264,tt0456191,,
tt0514265,tt0456191,,
tt0514266,tt0385375,,
tt0514267,tt0385375,,
tt0514268,tt0385375,,
tt0514269,tt0385375,,
tt0514270,tt0271279,,
tt0514271,tt0140724,,
tt0514272,tt0140724,,
tt0514273,tt0072468,1,6
tt0514274,tt0072468,1,4
tt0514275,tt0072468,1,2
tt0514276,tt0072468,1,3
tt0514277,tt0072468,1,1
tt0514278,tt0072468,1,5
tt0514279,tt0078562,3,16
tt0514280,tt0078562,1,24
tt0514281,tt0078562,2,1
tt0514282,tt0078562,2,2
tt0514283,tt0078562,1,20
tt0514284,tt0078562,4,8
tt0514285,tt0078562,1,4
tt0514286,tt0078562,1,1
tt0514287,tt0078562,1,2
tt0514288,tt0078562,4,1
tt0514289,tt0078562,1,12
tt0514290,tt0078562,2,12
tt0514291,tt0078562,1,15
tt0514292,tt0078562,3,28
tt0514293,tt0078562,3,1
tt0514294,tt0078562,1,16
tt0514295,tt0078562,3,15
tt0514296,tt0078562,1,6
tt0514297,tt0078562,4,7
tt0514298,tt0078562,1,7
tt0514299,tt0078562,4,21
tt0514300,tt0078562,4,13
tt0514301,tt0078562,2,10
tt0514302,tt0078562,2,11
tt0514303,tt0078562,3,27
tt0514304,tt0078562,2,19
tt0514305,tt0078562,4,4
tt0514306,tt0078562,1,3
tt0514307,tt0078562,1,5
tt0514308,tt0078562,4,11
tt0514309,tt0078562,4,5
tt0514310,tt0078562,4,2
tt0514311,tt0078562,3,18
tt0514312,tt0078562,3,19
tt0514313,tt0078562,2,20
tt0514314,tt0078562,3,8
tt0514315,tt0078562,3,9
tt0514316,tt0078562,3,7
tt0514317,tt0078562,3,5
tt0514318,tt0078562,2,4
tt0514319,tt0078562,2,3
tt0514320,tt0078562,4,24
tt0514321,tt0078562,2,18
tt0514322,tt0078562,1,13
tt0514323,tt0078562,4,10
tt0514324,tt0078562,2,13
tt0514325,tt0078562,1,9
tt0514326,tt0078562,1,17
tt0514327,tt0078562,2,7
tt0514328,tt0078562,3,14
tt0514329,tt0078562,4,22
tt0514330,tt0078562,3,4
tt0514331,tt0078562,3,20
tt0514332,tt0078562,3,26
tt0514333,tt0078562,3,12
tt0514334,tt0078562,3,21
tt0514335,tt0078562,4,16
tt0514336,tt0078562,3,17
tt0514337,tt0078562,4,23
tt0514338,tt0078562,4,6
tt0514339,tt0078562,3,10
tt0514340,tt0078562,2,15
tt0514341,tt0078562,3,13
tt0514342,tt0078562,4,20
tt0514343,tt0078562,4,12
tt0514344,tt0078562,1,10
tt0514345,tt0078562,1,11
tt0514346,tt0078562,1,18
tt0514347,tt0078562,4,18
tt0514348,tt0078562,3,2
tt0514349,tt0078562,2,8
tt0514350,tt0078562,1,8
tt0514351,tt0078562,3,3
tt0514352,tt0078562,4,3
tt0514353,tt0078562,2,9
tt0514354,tt0078562,3,11
tt0514355,tt0078562,4,14
tt0514356,tt0078562,4,17
tt0514357,tt0078562,1,19
tt0514358,tt0078562,3,23
tt0514359,tt0078562,1,14
tt0514360,tt0078562,2,17
tt0514361,tt0078562,2,5
tt0514362,tt0078562,4,15
tt0514363,tt0078562,3,6
tt0514364,tt0078562,2,16
tt0514365,tt0078562,1,22
tt0514366,tt0078562,2,6
tt0514367,tt0078562,1,23
tt0514368,tt0078562,2,14
tt0514369,tt0078562,3,24
tt0514370,tt0080191,1,11
tt0514371,tt0080191,1,10
tt0514372,tt0080191,1,12
tt0514373,tt0080191,1,5
tt0514374,tt0080191,1,3
tt0514375,tt0080191,1,1
tt0514376,tt0080191,1,4
tt0514377,tt0080191,1,7
tt0514378,tt0080191,1,13
tt0514379,tt0080191,1,8
tt0514380,tt0080191,1,6
tt0514381,tt0080191,1,9
tt0514382,tt0080191,1,2
tt0514383,tt0224831,,
tt0514384,tt0103352,6,10
tt0514385,tt0103352,6,9
tt0514386,tt0103352,3,2
tt0514387,tt0103352,5,7
tt0514388,tt0103352,5,6
tt0514389,tt0103352,4,4
tt0514390,tt0103352,4,5
tt0514391,tt0103352,1,10
tt0514392,tt0103352,1,2
tt0514393,tt0103352,2,3
tt0514394,tt0103352,2,13
tt0514395,tt0103352,5,5
tt0514396,tt0103352,5,3
tt0514397,tt0103352,1,6
tt0514398,tt0103352,4,13
tt0514399,tt0103352,3,3
tt0514400,tt0103352,5,12
tt0514401,tt0103352,2,4
tt0514402,tt0103352,3,6
tt0514403,tt0103352,1,7
tt0514404,tt0103352,3,7
tt0514405,tt0103352,5,10
tt0514406,tt0103352,4,11
tt0514407,tt0103352,3,12
tt0514408,tt0103352,3,9
tt0514409,tt0103352,3,13
tt0514410,tt0103352,2,6
tt0514411,tt0103352,1,11
tt0514413,tt0103352,3,5
tt0514414,tt0103352,3,10
tt0514415,tt0103352,2,5
tt0514416,tt0103352,2,1
tt0514417,tt0103352,4,10
tt0514418,tt0103352,2,7
tt0514419,tt0103352,2,9
tt0514420,tt0103352,4,9
tt0514421,tt0103352,3,8
tt0514422,tt0103352,2,12
tt0514423,tt0103352,1,5
tt0514424,tt0103352,5,2
tt0514425,tt0103352,7,5
tt0514426,tt0103352,1,3
tt0514427,tt0103352,4,2
tt0514428,tt0103352,2,11
tt0514429,tt0103352,5,8
tt0514430,tt0103352,2,2
tt0514431,tt0103352,3,1
tt0514432,tt0103352,5,4
tt0514433,tt0103352,5,13
tt0514434,tt0103352,1,8
tt0514435,tt0103352,1,1
tt0514436,tt0103352,3,4
tt0514437,tt0103352,1,13
tt0514438,tt0103352,1,12
tt0514439,tt0103352,3,11
tt0514440,tt0103352,4,6
tt0514441,tt0103352,4,1
tt0514442,tt0103352,4,8
tt0514443,tt0103352,2,10
tt0514444,tt0103352,4,7
tt0514445,tt0103352,1,9
tt0514446,tt0103352,1,4
tt0514447,tt0103352,4,12
tt0514448,tt0103352,5,11
tt0514449,tt0103352,4,3
tt0514450,tt0103352,2,8
tt0514451,tt0103352,6,13
tt0514452,tt0103352,7,6
tt0514453,tt0103352,6,3
tt0514454,tt0103352,6,11
tt0514455,tt0103352,6,8
tt0514457,tt0103352,6,1
tt0514458,tt0103352,6,6
tt0514459,tt0103352,6,7
tt0514461,tt0103352,7,10
tt0514462,tt0103352,7,7
tt0514463,tt0103352,7,12
tt0514464,tt0103352,6,5
tt0514465,tt0103352,7,13
tt0514466,tt0103352,7,9
tt0514467,tt0103352,7,8
tt0514468,tt0103352,6,12
tt0514470,tt0103352,7,4
tt0514473,tt0103352,7,11
tt0514474,tt0103352,6,4
tt0514477,tt0103352,6,2
tt0514478,tt0068040,6,5
tt0514479,tt0068040,5,2
tt0514480,tt0068040,8,2
tt0514481,tt0068040,7,6
tt0514482,tt0068040,2,4
tt0514483,tt0068040,6,1
tt0514484,tt0068040,9,4
tt0514485,tt0068040,1,3
tt0514486,tt0068040,3,9
tt0514487,tt0068040,8,6
tt0514488,tt0068040,3,2
tt0514489,tt0068040,2,2
tt0514490,tt0068040,3,4
tt0514491,tt0068040,9,2
tt0514492,tt0068040,1,1
tt0514493,tt0068040,1,5
tt0514494,tt0068040,6,3
tt0514495,tt0068040,4,5
tt0514496,tt0068040,4,4
tt0514497,tt0068040,4,3
tt0514498,tt0068040,5,3
tt0514499,tt0068040,10,6
tt0514500,tt0068040,8,3
tt0514501,tt0068040,10,4
tt0514502,tt0068040,3,6
tt0514503,tt0068040,5,6
tt0514504,tt0068040,10,1
tt0514505,tt0068040,10,2
tt0514506,tt0068040,6,6
tt0514507,tt0068040,1,4
tt0514508,tt0068040,2,5
tt0514509,tt0068040,8,1
tt0514510,tt0068040,5,7
tt0514511,tt0068040,9,6
tt0514512,tt0068040,9,3
tt0514513,tt0068040,9,5
tt0514514,tt0068040,5,1
tt0514515,tt0068040,7,4
tt0514516,tt0068040,3,8
tt0514517,tt0068040,4,1
tt0514518,tt0068040,4,6
tt0514519,tt0068040,1,2
tt0514520,tt0068040,1,0
tt0514521,tt0068040,8,8
tt0514522,tt0068040,3,7
tt0514523,tt0068040,8,4
tt0514524,tt0068040,7,2
tt0514525,tt0068040,5,5
tt0514526,tt0068040,7,7
tt0514527,tt0068040,7,3
tt0514528,tt0068040,2,1
tt0514529,tt0068040,6,2
tt0514530,tt0068040,8,7
tt0514531,tt0068040,4,7
tt0514532,tt0068040,3,1
tt0514533,tt0068040,7,5
tt0514534,tt0068040,10,3
tt0514535,tt0068040,7,1
tt0514536,tt0068040,10,5
tt0514537,tt0068040,5,4
tt0514538,tt0068040,10,7
tt0514539,tt0068040,7,8
tt0514540,tt0068040,9,1
tt0514541,tt0068040,4,2
tt0514542,tt0068040,3,3
tt0514543,tt0068040,3,5
tt0514544,tt0354267,1,5
tt0514545,tt0354267,1,1
tt0514546,tt0354267,1,3
tt0514547,tt0354267,1,4
tt0514548,tt0199184,7,5
tt0514549,tt0199184,16,3
tt0514550,tt0199184,16,4
tt0514552,tt0199184,23,6
tt0514553,tt0199184,30,5
tt0514554,tt0199184,15,6
tt0514555,tt0199184,29,3
tt0514556,tt0199184,15,8
tt0514557,tt0199184,16,5
tt0514558,tt0199184,25,1
tt0514559,tt0202717,1,1
tt0514560,tt0202717,1,2
tt0514561,tt0202717,1,3
tt0514562,tt0419308,1,6
tt0514563,tt0419308,1,3
tt0514564,tt0419308,1,4
tt0514565,tt0419308,1,1
tt0514566,tt0419308,1,5
tt0514567,tt0419308,1,2
tt0514568,tt0127989,1,14
tt0514569,tt0127989,1,5
tt0514570,tt0127989,1,9
tt0514571,tt0127989,1,13
tt0514572,tt0127989,1,7
tt0514573,tt0127989,1,10
tt0514574,tt0127989,1,1
tt0514575,tt0127989,1,11
tt0514576,tt0127989,1,12
tt0514577,tt0127989,1,4
tt0514578,tt0127989,1,8
tt0514579,tt0127989,1,2
tt0514580,tt0127989,1,6
tt0514581,tt0127989,1,3
tt0514582,tt0115101,1,0
tt0514583,tt0115101,7,11
tt0514584,tt0115101,2,3
tt0514585,tt0115101,6,8
tt0514586,tt0115101,1,3
tt0514587,tt0115101,3,10
tt0514588,tt0115101,4,1
tt0514589,tt0115101,1,7
tt0514590,tt0115101,5,4
tt0514591,tt0115101,5,2
tt0514592,tt0115101,1,6
