MovieID,budget,company,companyID,country,director,genre,gross,Movie,rating,Released Date,runtime,score,Actor,votes,writer,year
The CollectionJosh Stewart2012,10000000,LD Entertainment,LD EntertainmentUSA,USA,Marcus Dunstan,Horror,6842058,The Collection,R,11/30/2012,82,6.1,Josh Stewart,38699,Patrick Melton,2012
Step Up RevolutionKathryn McCormick2012,33000000,Offspring Entertainment,Offspring EntertainmentUSA,USA,Scott Speer,Drama,35074677,Step Up Revolution,PG-13,7/27/2012,99,6.5,Kathryn McCormick,48309,Amanda Brody,2012
DisconnectJason Bateman2012,10000000,LD Entertainment,LD EntertainmentUSA,USA,Henry Alex Rubin,Drama,7435950,Disconnect,R,7/5/2013,115,7.6,Jason Bateman,65916,Andrew Stern,2012
The Odd Life of Timothy GreenJennifer Garner2012,25000000,Monsterfoot Productions,Monsterfoot ProductionsUSA,USA,Peter Hedges,Comedy,51853450,The Odd Life of Timothy Green,PG,8/15/2012,105,6.6,Jennifer Garner,40006,Peter Hedges,2012
ComplianceAnn Dowd2012,270000,Bad Cop Bad Cop Film Productions,Bad Cop Bad Cop Film ProductionsUSA,USA,Craig Zobel,Biography,318622,Compliance,R,9/26/2012,90,6.4,Ann Dowd,26600,Craig Zobel,2012
Kon-TikiPål Sverre Hagen2012,16600000,Recorded Picture Company (RPC),Recorded Picture Company (RPC)UK,UK,Joachim Rønning,Adventure,1517410,Kon-Tiki,PG-13,4/26/2013,118,7.2,Pål Sverre Hagen,38013,Petter Skavlan,2012
ArbitrageRichard Gere2012,12000000,Lionsgate,LionsgateUSA,USA,Nicholas Jarecki,Drama,7918283,Arbitrage,R,9/14/2012,107,6.6,Richard Gere,44196,Nicholas Jarecki,2012
HitchcockAnthony Hopkins2012,0,Fox Searchlight Pictures,Fox Searchlight PicturesUSA,USA,Sacha Gervasi,Biography,6008677,Hitchcock,PG-13,12/14/2012,98,6.8,Anthony Hopkins,64089,John J. McLaughlin,2012
GoneAmanda Seyfried2012,0,Summit Entertainment,Summit EntertainmentUSA,USA,Heitor Dhalia,Drama,11653123,Gone,PG-13,2/24/2012,100,5.9,Amanda Seyfried,36704,Allison Burnett,2012
Upside DownJim Sturgess2012,60000000,Upside Down Films,Upside Down FilmsCanada,Canada,Juan Solanas,Drama,102118,Upside Down,PG-13,5/1/2013,109,6.4,Jim Sturgess,62401,Juan Solanas,2012
Premium RushJoseph Gordon-Levitt2012,35000000,Columbia Pictures,Columbia PicturesUSA,USA,David Koepp,Action,20275446,Premium Rush,PG-13,8/24/2012,91,6.5,Joseph Gordon-Levitt,100314,David Koepp,2012
Thanks for SharingMark Ruffalo2012,0,Class 5 Films,Class 5 FilmsUSA,USA,Stuart Blumberg,Comedy,1059239,Thanks for Sharing,R,2/7/2014,112,6.4,Mark Ruffalo,22269,Stuart Blumberg,2012
Bullet to the HeadSylvester Stallone2012,55000000,IM Global,IM GlobalUSA,USA,Walter Hill,Action,9483821,Bullet to the Head,R,2/1/2013,92,5.7,Sylvester Stallone,41677,Alessandro Camon,2012
Liberal ArtsJosh Radnor2012,0,BCDF Pictures,BCDF PicturesUSA,USA,Josh Radnor,Comedy,317190,Liberal Arts,PG-13,10/5/2012,97,6.7,Josh Radnor,31570,Josh Radnor,2012
El círculo rotoVeerle Baetens2012,0,Menuet Producties,Menuet ProductiesBelgium,Belgium,Felix van Groeningen,Drama,175058,El círculo roto,NOT RATED,8/28/2014,111,7.8,Veerle Baetens,32959,Johan Heldenbergh,2012
DeadfallEric Bana2012,12000000,Magnolia Pictures,Magnolia PicturesFrance,France,Stefan Ruzowitzky,Crime,65804,Deadfall,R,1/24/2014,95,6.3,Eric Bana,34374,Zach Dean,2012
Girl Most LikelyKristen Wiig2012,0,Maven Pictures,Maven PicturesUSA,USA,Shari Springer Berman,Comedy,1378426,Girl Most Likely,PG-13,7/18/2013,103,5.8,Kristen Wiig,13157,Michelle Morgan,2012
Celeste & Jesse ForeverRashida Jones2012,0,Envision Media Arts,Envision Media ArtsUSA,USA,Lee Toland Krieger,Comedy,3094687,Celeste & Jesse Forever,R,8/24/2012,100,6.6,Rashida Jones,25966,Rashida Jones,2012
Alex CrossTyler Perry2012,35000000,Block / Hanson,Block / HansonUSA,USA,Rob Cohen,Action,25888412,Alex Cross,PG-13,10/19/2012,101,5.1,Tyler Perry,29622,Marc Moss,2012
The SessionsJohn Hawkes2012,1000000,Fox Searchlight Pictures,Fox Searchlight PicturesUSA,USA,Ben Lewin,Biography,6002451,The Sessions,R,11/16/2012,95,7.2,John Hawkes,38014,Ben Lewin,2012
Chernobyl DiariesJesse McCartney2012,1000000,Alcon Entertainment,Alcon EntertainmentUSA,USA,Bradley Parker,Horror,18119640,Chernobyl Diaries,R,5/25/2012,86,5,Jesse McCartney,55671,Oren Peli,2012
Beasts of the Southern WildQuvenzhané Wallis2012,1800000,Cinereach,CinereachUSA,USA,Benh Zeitlin,Adventure,12795746,Beasts of the Southern Wild,PG-13,2/14/2013,93,7.3,Quvenzhané Wallis,73864,Lucy Alibar,2012
Diary of a Wimpy Kid: Dog DaysZachary Gordon2012,22000000,Fox 2000 Pictures,Fox 2000 PicturesUSA,USA,David Bowers,Comedy,49008662,Diary of a Wimpy Kid: Dog Days,PG,8/3/2012,94,6.3,Zachary Gordon,17568,Maya Forbes,2012
The SamaritanSamuel L. Jackson2012,12000000,H2O Motion Pictures,H2O Motion PicturesCanada,Canada,David Weaver,Crime,1744,The Samaritan,R,4/20/2012,90,5.6,Samuel L. Jackson,8339,Elan Mastai,2012
The Company You KeepRobert Redford2012,2000000,Voltage Pictures,Voltage PicturesUSA,USA,Robert Redford,Drama,5132442,The Company You Keep,R,4/26/2013,125,6.4,Robert Redford,27858,Lem Dobbs,2012
Great ExpectationsToby Irvine2012,0,BBC Films,BBC FilmsUK,UK,Mike Newell,Drama,258656,Great Expectations,PG-13,11/8/2013,128,6.4,Toby Irvine,10421,David Nicholls,2012
CosmópolisRobert Pattinson2012,20500000,Alfama Films,Alfama FilmsCanada,Canada,David Cronenberg,Drama,743636,Cosmópolis,R,5/3/2013,109,5,Robert Pattinson,39663,David Cronenberg,2012
Hit and RunDax Shepard2012,2000000,Exclusive Media Group,Exclusive Media GroupUSA,USA,David Palmer,Action,13746550,Hit and Run,R,8/22/2012,100,6.1,Dax Shepard,30897,Dax Shepard,2012
Red TailsCuba Gooding Jr.2012,58000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Anthony Hemingway,Action,49876377,Red Tails,PG-13,1/20/2012,100,5.9,Cuba Gooding Jr.,30097,John Ridley,2012
Twice BornPenélope Cruz2012,0,Medusa Film,Medusa FilmItaly,Italy,Sergio Castellitto,Drama,14947,Twice Born,R,12/6/2013,127,7.4,Penélope Cruz,13094,Margaret Mazzantini,2012
Stand Up GuysAl Pacino2012,15000000,Lionsgate,LionsgateUSA,USA,Fisher Stevens,Comedy,3301046,Stand Up Guys,R,2/1/2013,100,6.5,Al Pacino,47799,Noah Haidle,2012
Playing for KeepsGerard Butler2012,35000000,Eclectic Pictures,Eclectic PicturesUSA,USA,Gabriele Muccino,Comedy,13101142,Playing for Keeps,PG-13,12/7/2012,105,5.7,Gerard Butler,25725,Robbie Fox,2012
John Dies at the EndChase Williamson2012,0,M3 Alliance,M3 AllianceUSA,USA,Don Coscarelli,Comedy,141307,John Dies at the End,R,1/25/2013,99,6.4,Chase Williamson,32210,Don Coscarelli,2012
Chasing MavericksJonny Weston2012,20000000,Fox 2000 Pictures,Fox 2000 PicturesUSA,USA,Michael Apted,Biography,6002756,Chasing Mavericks,PG,10/26/2012,100,7.2,Jonny Weston,27057,Kario Salem,2012
StarletDree Hemingway2012,0,Cre Film,Cre FilmUSA,USA,Sean Baker,Drama,87910,Starlet,NOT RATED,5/9/2013,103,6.8,Dree Hemingway,5294,Sean Baker,2012
Robot & FrankPeter Sarsgaard2012,2500000,Dog Run Pictures,Dog Run PicturesUSA,USA,Jake Schreier,Comedy,3325638,Robot & Frank,PG-13,9/19/2012,89,7.1,Peter Sarsgaard,55671,Christopher Ford,2012
Big MiracleDrew Barrymore2012,40000000,Universal Pictures,Universal PicturesUSA,USA,Ken Kwapis,Biography,20113965,Big Miracle,PG,2/3/2012,107,6.5,Drew Barrymore,16132,Jack Amiel,2012
Much Ado About NothingAlexis Denisof2012,0,Bellwether Pictures,Bellwether PicturesUSA,USA,Joss Whedon,Comedy,4327763,Much Ado About Nothing,PG-13,7/19/2013,109,7.2,Alexis Denisof,14679,Joss Whedon,2012
Promised LandMatt Damon2012,15000000,Focus Features,Focus FeaturesUSA,USA,Gus Van Sant,Drama,7597898,Promised Land,R,1/4/2013,100,6.6,Matt Damon,32248,John Krasinski,2012
No One LivesLuke Evans2012,2900000,Milk & Media,Milk & MediaUSA,USA,Ryûhei Kitamura,Horror,72140,No One Lives,R,5/10/2013,86,6,Luke Evans,14844,David Cohen,2012
Fun SizeVictoria Justice2012,14000000,Paramount Pictures,Paramount PicturesUSA,USA,Josh Schwartz,Adventure,9402410,Fun Size,PG-13,10/26/2012,86,5.4,Victoria Justice,12027,Max Werner,2012
En la casaFabrice Luchini2012,0,Mandarin Films,Mandarin FilmsFrance,France,François Ozon,Comedy,354244,En la casa,R,12/12/2013,105,7.4,Fabrice Luchini,24809,Juan Mayorga,2012
Paranormal Activity 4Stephen Dunham2012,5000000,Paramount Pictures,Paramount PicturesUSA,USA,Henry Joost,Horror,53921300,Paranormal Activity 4,R,10/19/2012,88,4.6,Stephen Dunham,54344,Christopher Landon,2012
The Pirates! Band of MisfitsHugh Grant2012,55000000,Columbia Pictures,Columbia PicturesUK,UK,Peter Lord,Animation,31051126,The Pirates! Band of Misfits,PG,4/27/2012,88,6.7,Hugh Grant,38842,Gideon Defoe,2012
Hope SpringsMeryl Streep2012,30000000,Columbia Pictures,Columbia PicturesUSA,USA,David Frankel,Comedy,63536011,Hope Springs,PG-13,8/8/2012,100,6.3,Meryl Streep,36501,Vanessa Taylor,2012
The Devil InsideFernanda Andrade2012,750000,Prototype,PrototypeUSA,USA,William Brent Bell,Horror,53261944,The Devil Inside,R,1/6/2012,83,4.2,Fernanda Andrade,31857,William Brent Bell,2012
The BayWill Rogers2012,0,Automatik Entertainment,Automatik EntertainmentUSA,USA,Barry Levinson,Horror,30474,The Bay,R,7/12/2013,84,5.6,Will Rogers,21608,Michael Wallach,2012
What Maisie KnewJulianne Moore2012,6000000,Red Crown Productions,Red Crown ProductionsUSA,USA,Scott McGehee,Drama,1065000,What Maisie Knew,R,5/3/2013,93,7.5,Julianne Moore,23509,Nancy Doyne,2012
Parental GuidanceBilly Crystal2012,25000000,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film CorporationUSA,USA,Andy Fickman,Comedy,77267296,Parental Guidance,PG,12/25/2012,105,6.1,Billy Crystal,22401,Lisa Addario,2012
"For a Good Time, Call...Ari Graynor2012",850000,AdScott Pictures,AdScott PicturesUSA,USA,Jamie Travis,Comedy,1243961,"For a Good Time, Call...",R,11/2/2012,88,6,Ari Graynor,14242,Lauren Miller,2012
Bel AmiRobert Pattinson2012,0,Redwave Films,Redwave FilmsUK,UK,Declan Donnellan,Drama,119919,Bel Ami,R,10/12/2012,102,5.4,Robert Pattinson,16219,Guy de Maupassant,2012
QuartetMaggie Smith2012,11000000,Headline Pictures,Headline PicturesUK,UK,Dustin Hoffman,Comedy,18390117,Quartet,PG-13,3/1/2013,94,6.8,Maggie Smith,16807,Ronald Harwood,2012
The Guilt TripBarbra Streisand2012,40000000,Paramount Pictures,Paramount PicturesUSA,USA,Anne Fletcher,Comedy,37134215,The Guilt Trip,PG-13,12/19/2012,95,5.8,Barbra Streisand,32039,Dan Fogelman,2012
Universal Soldier: Day of ReckoningJean-Claude Van Damme2012,11500000,Foresight Unlimited,Foresight UnlimitedUSA,USA,John Hyams,Action,5460,Universal Soldier: Day of Reckoning,R,10/25/2012,114,5,Jean-Claude Van Damme,17118,John Hyams,2012
A Thousand WordsEddie Murphy2012,40000000,DreamWorks,DreamWorksUSA,USA,Brian Robbins,Comedy,18438149,A Thousand Words,PG-13,3/9/2012,91,5.9,Eddie Murphy,33384,Steve Koren,2012
The Magic of Belle IsleMorgan Freeman2012,0,Magnolia Pictures,Magnolia PicturesUSA,USA,Rob Reiner,Comedy,100910,The Magic of Belle Isle,PG,7/6/2012,109,7,Morgan Freeman,14538,Guy Thomas,2012
Casa de mi PadreWill Ferrell2012,6000000,NALA Films,NALA FilmsUSA,USA,Matt Piedmont,Comedy,5895238,Casa de mi Padre,R,5/11/2012,100,5.5,Will Ferrell,18126,Andrew Steele,2012
Joyful NoiseQueen Latifah2012,25000000,Alcon Entertainment,Alcon EntertainmentUSA,USA,Todd Graff,Comedy,30920167,Joyful Noise,PG-13,1/13/2012,100,5.7,Queen Latifah,7044,Todd Graff,2012
VampsAlicia Silverstone2012,16000000,Lucky Monkey Pictures,Lucky Monkey PicturesUSA,USA,Amy Heckerling,Comedy,2964,Vamps,PG-13,11/2/2012,92,5.1,Alicia Silverstone,8112,Amy Heckerling,2012
Todo lo que necesitas es amorPierce Brosnan2012,0,Zentropa Productions,Zentropa ProductionsDenmark,Denmark,Susanne Bier,Comedy,1631306,Todo lo que necesitas es amor,R,10/19/2012,116,6.6,Pierce Brosnan,11049,Anders Thomas Jensen,2012
The SweeneyRay Winstone2012,0,Vertigo Films,Vertigo FilmsUK,UK,Nick Love,Action,26345,The Sweeney,R,3/1/2013,112,6.1,Ray Winstone,17275,Nick Love,2012
SmashedMary Elizabeth Winstead2012,500000,Super Crispy Entertainment,Super Crispy EntertainmentUSA,USA,James Ponsoldt,Drama,375981,Smashed,R,12/14/2012,81,6.8,Mary Elizabeth Winstead,14537,Susan Burke,2012
The ApparitionAshley Greene2012,17000000,Warner Bros.,Warner Bros.USA,USA,Todd Lincoln,Horror,4930798,The Apparition,PG-13,8/24/2012,83,4.1,Ashley Greene,17172,Todd Lincoln,2012
Lay the FavoriteRebecca Hall2012,26350000,Emmett/Furla/Oasis Films (EFO Films),Emmett/Furla/Oasis Films (EFO Films)USA,USA,Stephen Frears,Comedy,20998,Lay the Favorite,R,6/22/2012,94,4.8,Rebecca Hall,9388,D.V. DeVincentis,2012
RenoirMichel Bouquet2012,0,Fidélité Films,Fidélité FilmsFrance,France,Gilles Bourdos,Biography,2291047,Renoir,R,1/2/2013,111,6.6,Michel Bouquet,4240,Jacques Renoir,2012
SightseersAlice Lowe2012,0,StudioCanal,StudioCanalUK,UK,Ben Wheatley,Adventure,35722,Sightseers,NOT RATED,5/10/2013,88,6.5,Alice Lowe,22742,Alice Lowe,2012
The Angels' SharePaul Brannigan2012,0,Entertainment One,Entertainment OneUK,UK,Ken Loach,Comedy,304357,The Angels' Share,Not specified,6/1/2012,101,7,Paul Brannigan,19767,Paul Laverty,2012
KahaaniVidya Balan2012,0,Boundscript,BoundscriptIndia,India,Sujoy Ghosh,Drama,1035953,Kahaani,NOT RATED,3/9/2012,122,8.2,Vidya Balan,45452,Sujoy Ghosh,2012
If I Were YouMarcia Gay Harden2012,0,Paragraph Pictures,Paragraph PicturesCanada,Canada,Joan Carr-Wiggin,Comedy,9222,If I Were You,R,1/10/2012,115,7,Marcia Gay Harden,1410,Joan Carr-Wiggin,2012
LoreSaskia Rosendahl2012,0,Rohfilm,RohfilmGermany,Germany,Cate Shortland,Drama,968879,Lore,NOT RATED,9/20/2012,109,7.1,Saskia Rosendahl,12257,Cate Shortland,2012
Shadow DancerClive Owen2012,0,BBC Films,BBC FilmsUK,UK,James Marsh,Drama,99134,Shadow Dancer,R,8/24/2012,101,6.2,Clive Owen,10685,Tom Bradby,2012
Into the WhiteFlorian Lukas2012,0,Zentropa International Norway,Zentropa International NorwayNorway,Norway,Petter Næss,Action,547,Into the White,R,4/12/2013,104,7.2,Florian Lukas,16609,Ole Meldgaard,2012
Madea's Witness ProtectionTyler Perry2012,20000000,"Tyler Perry Company, The","Tyler Perry Company, TheUSA",USA,Tyler Perry,Comedy,65653242,Madea's Witness Protection,PG-13,6/29/2012,100,4.9,Tyler Perry,7957,Tyler Perry,2012
Ginger & RosaElle Fanning2012,0,Adventure Pictures,Adventure PicturesUK,UK,Sally Potter,Drama,1005700,Ginger & Rosa,PG-13,6/21/2013,90,6.3,Elle Fanning,8755,Sally Potter,2012
The Reluctant FundamentalistRiz Ahmed2012,0,Cine Mosaic,Cine MosaicUSA,USA,Mira Nair,Drama,519535,The Reluctant Fundamentalist,R,5/3/2013,130,6.9,Riz Ahmed,11537,Javed Akhtar,2012
La bicicleta verdeWaad Mohammed2012,0,Razor Film Produktion GmbH,Razor Film Produktion GmbHSaudi Arabia,Saudi Arabia,Haifaa Al-Mansour,Comedy,1347578,La bicicleta verde,PG,4/25/2014,98,7.6,Waad Mohammed,14903,Haifaa Al-Mansour,2012
[REC] 3: GenesisLeticia Dolera2012,6400000,Filmax,FilmaxSpain,Spain,Paco Plaza,Horror,8973,[REC] 3: Genesis,R,4/13/2012,80,5,Leticia Dolera,28103,Luiso Berdejo,2012
At Any PriceDennis Quaid2012,0,Black Bear Pictures,Black Bear PicturesUSA,USA,Ramin Bahrani,Drama,379791,At Any Price,R,5/1/2013,105,5.7,Dennis Quaid,6237,Ramin Bahrani,2012
TalaashAamir Khan2012,7395080,Aamir Khan Productions,Aamir Khan ProductionsIndia,India,Reema Kagti,Crime,2706375,Talaash,NOT RATED,11/30/2012,140,7.3,Aamir Khan,32323,Farhan Akhtar,2012
Dracula 3DThomas Kretschmann2012,0,Enrique Cerezo Producciones Cinematográficas S.A.,Enrique Cerezo Producciones Cinematográficas S.A.Italy,Italy,Dario Argento,Horror,8139,Dracula 3D,NOT RATED,10/4/2013,110,3.6,Thomas Kretschmann,3321,Dario Argento,2012
Being FlynnPaul Dano2012,0,Focus Features,Focus FeaturesUSA,USA,Paul Weitz,Drama,526322,Being Flynn,R,4/19/2013,100,6.4,Paul Dano,14873,Paul Weitz,2012
ATMAlice Eve2012,3000000,Gold Circle Films,Gold Circle FilmsUSA,USA,David Brooks,Horror,2034,ATM,R,3/2/2012,90,4.7,Alice Eve,20140,Chris Sparling,2012
NoGael García Bernal2012,0,Participant Media,Participant MediaChile,Chile,Pablo Larraín,Drama,2343664,No,R,11/9/2012,118,7.4,Gael García Bernal,19935,Pedro Peirano,2012
Not Fade AwayJohn Magaro2012,20000000,Chase Films,Chase FilmsUSA,USA,David Chase,Drama,607327,Not Fade Away,R,7/19/2013,100,6,John Magaro,3860,David Chase,2012
Save the DateLizzy Caplan2012,0,Gilbert Films,Gilbert FilmsUSA,USA,Michael Mohan,Comedy,3755,Save the Date,R,11/8/2012,97,5.8,Lizzy Caplan,6241,Jeffrey Brown,2012
English VinglishSridevi2012,0,Curbside Films,Curbside FilmsIndia,India,Gauri Shinde,Comedy,1670773,English Vinglish,NOT RATED,10/5/2012,134,7.9,Sridevi,25931,Gauri Shinde,2012
Tim and Eric's Billion Dollar MovieTim Heidecker2012,3000000,2929 Productions,2929 ProductionsUSA,USA,Tim Heidecker,Comedy,200803,Tim and Eric's Billion Dollar Movie,R,1/27/2012,93,5.3,Tim Heidecker,8478,Tim Heidecker,2012
AftershockEli Roth2012,2000000,Sobras International Pictures,Sobras International PicturesUSA,USA,Nicolás López,Action,40179,Aftershock,R,6/12/2014,89,4.8,Eli Roth,9333,Nicolás López,2012
"Farewell, My QueenLéa Seydoux2012",0,GMT Productions,GMT ProductionsFrance,France,Benoît Jacquot,Drama,72100,"Farewell, My Queen",R,3/21/2012,100,6.3,Léa Seydoux,6728,Benoît Jacquot,2012
Struck by LightningChris Colfer2012,0,Permut Presentations,Permut PresentationsUSA,USA,Brian Dannelly,Comedy,22930,Struck by Lightning,NOT RATED,1/11/2013,90,6.3,Chris Colfer,13513,Chris Colfer,2012
A HijackingPilou Asbæk2012,0,Nordisk Film,Nordisk FilmDenmark,Denmark,Tobias Lindholm,Drama,413276,A Hijacking,R,9/20/2012,103,7.2,Pilou Asbæk,13530,Tobias Lindholm,2012
Hyde Park on HudsonBill Murray2012,0,Daybreak Pictures,Daybreak PicturesUK,UK,Roger Michell,Biography,6367780,Hyde Park on Hudson,R,2/1/2013,94,5.9,Bill Murray,9985,Richard Nelson,2012
CocktailSaif Ali Khan2012,7980000,Cocktail Film,Cocktail FilmUK,UK,Homi Adajania,Comedy,1027121,Cocktail,NOT RATED,7/13/2012,146,6.2,Saif Ali Khan,10931,Imtiaz Ali,2012
A Late QuartetPhilip Seymour Hoffman2012,0,Opening Night Productions,Opening Night ProductionsUSA,USA,Yaron Zilberman,Drama,1561577,A Late Quartet,R,11/23/2012,105,7.1,Philip Seymour Hoffman,12008,Seth Grossman,2012
The Wolf of Wall StreetLeonardo DiCaprio2013,100000000,Red Granite Pictures,Red Granite PicturesUSA,USA,Martin Scorsese,Biography,116900694,The Wolf of Wall Street,R,12/25/2013,180,8.2,Leonardo DiCaprio,895552,Terence Winter,2013
The ConjuringPatrick Wilson2013,20000000,New Line Cinema,New Line CinemaUSA,USA,James Wan,Horror,137400141,The Conjuring,R,7/19/2013,112,7.5,Patrick Wilson,342870,Chad Hayes,2013
PrisonersHugh Jackman2013,46000000,Alcon Entertainment,Alcon EntertainmentUSA,USA,Denis Villeneuve,Crime,61002302,Prisoners,R,9/20/2013,153,8.1,Hugh Jackman,449489,Aaron Guzikowski,2013
FrozenKristen Bell2013,150000000,Walt Disney Animation Studios,Walt Disney Animation StudiosUSA,USA,Chris Buck,Animation,400738009,Frozen,PG,11/27/2013,102,7.5,Kristen Bell,464149,Jennifer Lee,2013
Now You See MeJesse Eisenberg2013,75000000,Summit Entertainment,Summit EntertainmentUSA,USA,Louis Leterrier,Crime,117723989,Now You See Me,PG-13,5/31/2013,115,7.3,Jesse Eisenberg,505432,Ed Solomon,2013
MamáJessica Chastain2013,20000000,Universal Pictures,Universal PicturesCanada,Canada,Andy Muschietti,Horror,71628180,Mamá,PG-13,1/18/2013,100,6.2,Jessica Chastain,146508,Andy Muschietti,2013
HerJoaquin Phoenix2013,23000000,Annapurna Pictures,Annapurna PicturesUSA,USA,Spike Jonze,Drama,25568251,Her,R,1/10/2014,126,8,Joaquin Phoenix,404796,Spike Jonze,2013
Man of SteelHenry Cavill2013,225000000,Warner Bros.,Warner Bros.USA,USA,Zack Snyder,Action,291045518,Man of Steel,PG-13,6/14/2013,143,7.1,Henry Cavill,590734,David S. Goyer,2013
We're the MillersJason Sudeikis2013,37000000,New Line Cinema,New Line CinemaUSA,USA,Rawson Marshall Thurber,Comedy,150394119,We're the Millers,R,8/7/2013,110,7,Jason Sudeikis,342500,Bob Fisher,2013
El gran GatsbyLeonardo DiCaprio2013,105000000,Warner Bros.,Warner Bros.Australia,Australia,Baz Luhrmann,Drama,144840419,El gran Gatsby,PG-13,5/10/2013,143,7.3,Leonardo DiCaprio,394723,Baz Luhrmann,2013
Blue Is the Warmest ColorLéa Seydoux2013,0,Quat'sous Films,Quat'sous FilmsFrance,France,Abdellatif Kechiche,Drama,2199675,Blue Is the Warmest Color,NC-17,2/14/2014,180,7.8,Léa Seydoux,107119,Abdellatif Kechiche,2013
Ninfomanía: primera parteCharlotte Gainsbourg2013,0,Zentropa Entertainments,Zentropa EntertainmentsDenmark,Denmark,Lars von Trier,Drama,785669,Ninfomanía: primera parte,NOT RATED,3/6/2014,117,7,Charlotte Gainsbourg,93710,Lars von Trier,2013
Pacific RimIdris Elba2013,190000000,Warner Bros.,Warner Bros.USA,USA,Guillermo del Toro,Action,101802906,Pacific Rim,PG-13,7/12/2013,131,7,Idris Elba,407588,Travis Beacham,2013
Enemigos idénticosJake Gyllenhaal2013,0,Pathé International,Pathé InternationalCanada,Canada,Denis Villeneuve,Mystery,1007088,Enemigos idénticos,R,2/6/2014,91,6.9,Jake Gyllenhaal,117920,José Saramago,2013
